0,1,2,3,4,5
1892,"Hotel muito bom, nao so esta localizado no centro de Beja, como todas as facilidades sao fantasticas. Os quartos bastante bons com camas grandes e de optima qualidade. O pequeno-almoco apesar de nao muito variado, com uma qualidade muito boa! Excelente relacao qualidade-preco e irei regressar!",36,positive,junho,2013
1893,"Bem localizado, no centro. Cidade bonita e nao sobrevalorizada. Atendimento super simpatico. Confortavel, limpo, bem cuidado. Portaria 24 horas. Bom pequeno almoco. Muito boa relacao qualidade-preco. Nao tem parque. Nao testei o Wi-Fi.",36,positive,julho,2013
1894,"Construcao antiga mas caprichosamente bem cuidada. Poderia se adequar ao Roteiro de Charme pelos detalhes de bom gosto e diferenciacao. O quarto era confortavel, otima cama, porem pequeno. O banheiro tambem pequeno. Cafe da manha muito bom. Muito simpaticas a dona e a funcionaria da recepcao. Escadas para acesso aos quartos.",36,positive,agosto,2013
1895,"A localizacao do hotel e muito boa, passeia-se a pe facilmente, e apesar de nao ter estacionamento, nao e dificil encontrar lugar a uns 100 metros. O pequeno almoco tem pouca variedade, mas a qualidade dos produtos disponiveis e boa. A insonorizacao do quarto e muito ma, nao sei se todos sao assim, ou foi azar com o que nos foi atribuido, mas ouvia-se TUDO. A Internet, apesar de nos ser indicado que tinham mudado o router recentemente, tem muitas falhas, e foi dificil trabalhar assim.",36,positive,agosto,2013
1896,"Bem situada a Residencial, mesmo no coracao de Beja. E uma Residencial familiar. Tem um terraco bastante amplo que serve de miradouro e ao mesmo tempo de lazer. A Residencial e um local acolhedor pois ate tem lareira no Inverno.",36,positive,julho,2013
1897,"Muito bem situado, deu para passear pelas ruas a noite. O quarto era pequeno, mas limpo e agradavel. Gostamos muito da decoracao do hotel. O pequeno almoco nao era farto, mas tinha o essencial. De destacar que, pode nao estar a vista, mas tem bebida de soja para quem nao queira leite. O pessoal foi todo muito simpatico.",36,positive,setembro,2012
1898,"Um hotel lindinho, acolhedor, bem decorado!  A rua estava interditada e a recepcionista foi ao nosso encontro, nos ajudou a encontrar o estacionamento publico (que o hotel nos disponibilizou - custo 0). Madalena nos ajudou com a mala. Explicou lugares de tour na cidade. Ao lado esta o Cafe Restaurante Luiz Da Rocha o restaurante mais antigo de Beja desde 1893. Otimo!  A noite a rua tem movimento. Muito agradavel. Amamos nossa estagia!  RECOMENDO!  Beja e uma cidade LINDA!",36,positive,dezembro,2012
1899,"Staff muito simpatico, instalacoes muito bem decoradas. Quartos acolhedores e de salientar a higiene do espaco. Como fomos com a nossa filha de 3 anos, colocaram-nos no quarto com a cama maior e era mesmo gigante. O pequeno almoco e muito bom. Aconselho para quem quer passar uma noite como se estivesse em casa.",36,positive,julho,2020
1900,Os funcionarios foram todos bastante simpaticos. Existe disponibilidade para fornecer pequeno almoco mais cedo do que o estipulado. Boa comodidade no quarto.  Bom sinal de internet. Recomendo na zona de Beja.,36,positive,julho,2017
1901,"A simpatia e atencao da equipe / staff foi excelente. A infraestrutura do hotel e tambem dos quartos sao muito boas, com camas confortaveis, otimo chuveiro. O cafe da manha com varias opcoes, tudo disponivel para voce mesmo se servir. Muito bom. Recomendo.",36,positive,fevereiro,2014
1902,"No centro de Beja oferece qualidade q.b. para quem esta de passagem ou em viagem profissional.Cortesia e simpatia. Espacos comuns acolhedores. Pequeno-almoco variado. Apesar de nao ter estacionamento privativo, o estacionamento publico fica a poucos metros.",36,positive,fevereiro,2014
1903,"Uma residencial bem no centro de Beja, com uma decoracao cuidada e onde nao falta conforto! O pequeno-almoco era muito bom comparativamente a outras residenciais do genero. Todos os produtos presentes eram de grande qualidade!",36,positive,junho,2013
1904,"Fico aqui regularmente, muito recomendavel! Os quartos nao sao muito grandes mas e limpo, os funcionarios sao  simpaticos e atenciosos e tem um bom pequeno almoco! Localizado mesmo no centro de Beja, ao lado do famoso Luiz da Rocha. Optimo preco!",36,positive,maio,2013
1905,"No centro da zona pedonal da cidade, uma excelente relacao qualidade preco e um atendimento 5 estrelas! Ambiente excelente e quartos muito bons! Vale mesmo a pena experimentar, e como referi a localizacao nao podia ser melhor!",36,positive,setembro,2020
1906,"Um sitio confortavel com ambiente familiar bem no coracao de Beja! Com direito a um Porto na chegada. Tem uma sala de convivio com lareira optima. Bons acessos, se bem que nao tem estacionamento! A senhora responsavel e uma optima anfitria!",36,positive,setembro,2018
1907,"Localizado no centro da cidade, nao tem estacionamento privativo e os lugares existentes nas proximidades sao todos pagos, o que dificulta o transporte das malas e aparcamento de viaturas sem custos extra. As instalacoes das areas comuns sao antigas. Alguns dos quartos devem ter sido recuperados porque as casas de banho sao novas. Muito limpo, com uma equipa de funcionarios muito simpatica. O pequeno-almoco nao e espetacular, mas serve perfeitamente. Relacao qualidade-preco razoavel. Vale a pena a visita pela limpeza e simpatia, mas tambem pelo fato de na regiao ser dos melhores locais para ficar e mais baratos.",36,positive,agosto,2018
1908,"Foi uma agradavel surpresa este espaco. Trata-se de uma habitacao ja muito antiga mas decorada com muito bom gosto e que soube adaptar-se as exigencias dos novos dias. O pessoal e extremamente simpatico e atencioso, o pequeno-almoco cumpre muito bem e tem uma excelente relacao qualidade-preco. Nota negativa apenas para o wi-fi (fraco no meu quarto) que perturbou um pouco a minha estadia em trabalho.",36,negative,setembro,2017
1909,"Hotel bem localizado, bom cafe da manha. Fomos recepcionados pelos donos do hotel, uma senhora muito simpatica e sua filha. O quarto e bom, chuveiro otimo. Unico ponto negativo nao ha elevador. Recomendo e volto",36,positive,junho,2017
1910,"O atendimento e a localizacao sao os pontos altos do hotel. A equipe toda e muito atenciosa e simpatica. A localizacao nao poderia ser melhor. O cafe da manha e muito bom. O quarto deixa a desejar, tem cheiro de umidade e o banheiro nao e confortavel.",36,positive,setembro,2020
1911,"Apos 3 noites sofrendo em hotel em Lisboa me hospedei neste Residencial. Fiquei impressionado com o interior deste hotel, tudo arrumado pela proprietaria, D. Barbara.Preparado para o verao e o inverno com bom ar condicionado quente-frio, casa de banhos com aquecedor de ambiente e de toalhas. Pequeno almoco honesto e o que me impressionou foi a limpeza e os detalhes da decoracao. Quando passar por Beja e aonde eu me hospedarei.",36,positive,setembro,2018
1912,"O hotel e muito bem localizado, em uma rua pedonal - o que podera ser inconveniente para quem chegar de carro, mas os taxis entram ate ele. Otima limpeza, quarto pequeno mas acolhedor e sem ruidos, staff simpatico e eficiente, cafe da manha que surpreendeu positivamente pela variedade, embora servido em espaco tambem pequeno. Ha que subir pelo menos um lance de escadas - a moca da recepcao ofereceu-se para levar a mala, o que nao aceitei, nem minha esposa. O episodio demonstrou a gentileza do atendimento, confirmada sempre durante nossa estada. Na sala de teve os hospedes podem servir-se de calices de vinho do porto. Em suma, saimos satisfeitos com a escolha, otimo custo-beneficio.",36,positive,agosto,2018
1913,"Nao obstante o staff ser prestavel, as condicoes oferecidas nao sao de um hotal de 3 estrelas como e anunciado nalguns sitios, sendo apenas da categoria de residencial. A localizacao e central mas tem como inconveniente nao poder estacionar nem para tirar as malas, pelo que temos de nos deslocar pela parte pedonal do centro de Beja.  As condicoes do quarto sao basicas, sendo de salientar como ponto positivo o wi-fi e os canais de cabo.  O pequeno almoco e basico e a variedade e apenas dada aos doces apresentados.  A carpete da escada de entrada esta completamente gasta e a precisar de substituicao. A decoracao e um verdadeiro bric-a-brac.  Penso que existira oferta pelo mesmo preco em Beja e talvez com melhores condicoes.",36,negative,setembro,2017
1914,Excelente localizacao. Atendimento muito simpatico. Quarto formidavel com a/c. Colocaram mais uma cama para crianca e ainda se ficou bem. Nao tem acesso de carro mas e de muito facil acesso a pe. Pequeno almoco bem servido em sala acolhedora.,36,positive,junho,2017
1915,Melhor localizacao e impossivel. Apesar de no centro da cidade existirem muitos parquimetros que sao pagos ate as 19h. O hotel nao tem elevador mas compensa com uns bons colchoes e um carro e casa de banho limpos e asseados. A Recepcao e bastante prestavel e prima pela simpatia e disponibilidade. Tem um unico senao que e o cortinado da janela nao ser completamente opaco o que permite entrar luminosidade quando queremos descansar no escuro. Mas aconselho para quem quer visitar a cidade de Beja.,36,positive,setembro,2020
1916,"O atendimento e acolhedor e personalizado, ambiente familiar. Os quartos sao pequenos mas acolhedores, limpos e tranquilos. O acesso aos quartos, sala de refeicoes e sala de estar e feito apenas por escadas.  Pequeno almoco continental e variado mas deveria ter mais fruta, nos dois dias apenas havia morangos, que e uma fruta que nem todos podem comer, inclusive criancas, pelo menos duas variedades seria bom.",36,positive,setembro,2018
1917,"No centro da cidade, consegue manter o sossego como se estivesse isolado. A decoracao dos quartos de muito bom gosto e os espacos comuns muito acolhedores. O pessoal muito simpatico e atencioso, sempre atentos as necessidades dos hospedes.",36,negative,agosto,2018
1918,"No centro da cidade, acolhedor, decorado com muito bom gosto, muito bem equipado, um bom pequeno almoco e uma simpatia fantastica do atendimento. Preco otimo atenta a localizacao e o servico. Recomendo sem duvida",36,negative,setembro,2017
1919,"Hotel localizado no Centro Historico, perto de Museus e de klocais de interesse turistico; Simpatia no atendimento; Temperatura confortavel no quarto e banho; Pequeno almoco bem servido; Wifi no quarto.",36,negative,junho,2017
1920,"Localizacao central, decoracao e servico intimistas com oferta de cafe e licores. O peq almoco e muito bom. A proprietaria Sra Barbara e muito simpatica e atenciosa. Quarto bem equipado e decorado. Excelente valor para o preco pago. Recomendo vivamente!",36,positive,setembro,2020
1921,"Este e um pequeno hotel muito agradavel e acolhedor. Os quartos nao sao muito grandes mas sao acolhedores e cada um tem a sua propria decoracao, o que o torna este hotel interessante. As funcionarias sao muito simpaticas e estao sempre prontas a ajudar se for necessario. O pequeno almoco e bom e ve-se que os alimentos sao caseiros (excelente bolo de chocolate). Otima relacao / qualidade preco.  O unico ponto negativo durante a estadia era a casa de banho, que podiam ser remodeladas para ficarem modernas como os quartos.",36,positive,setembro,2018
1922,"Hotel que mais parece estarmos em casa, bom acolhimento/hospitalidade, optima relacao qualidade/preco, e tem uns pormenores interessantes, existem camas XXL, lol.. Muito bem decorado e ate esta numa zona calma... Recomendo ;-)",36,positive,agosto,2018
1923,Localizacao no centro de Beja. Estacionamento muito proximo. Rua pedonal. Bares e tascas a 50 metros. Atendimento familiar. Quartos muito engracados. Sala de estar fantastica e pequeno almoco bastante razoavel.,36,positive,setembro,2017
1924,"Um hotel lindissimo resultante da remodelacao de uma antiga residencial. Tudo parece novinho, pronto a estrear! A decoracao de todos os espacos deslumbra pelo bom gosto. O optimo atendimento dado pela sua proprietaria (Dona Barbara) e por todo o pessoal e caracteristico das gentes alentejanas. Tudo muito limpo! Dificilmente alguem encontrara algum motivo de reparo! As camas sao de um conforto absoluto e mesmo os quartos com vista para a rua sao bastante silenciosos pois a rua e apenas pedonal. Os quartos tem ar condicionado e uma televisao LCD bem grande. A entrada do hotel e decorada exteriormente  com varias buganvilias que circundam a porta e que devem proporcionar uma bonita decoracao na epoca da floracao. A noite podemos ver televisao, jogar alguns jogo, ler revistas ou um",36,positive,junho,2017
1925,Fica numa zona central de Beja... negocio simoatico familiar com bons quartos... pequeno almoco decente que talvez pudesse ter mais produtos regionais... tem um solario no terraco onde se pode relaxar ao sol,36,positive,setembro,2020
1926,"Estivemos em Beja no final do verao. a cidade e muito bonitinha e agradavel. ficamos hospedados no hotel Bejense. ele fica no calcadao da cidade no centro da cidade historica. sua localizacao e excelente, os quartos sao limpos, confortaveis e silenciosos. O cafe da manha (pequeno almoco) e muito bom e o preco e bastante razoavel. Alem disso, deve-se levar em conta a simpatia da proprietaria.  Eduardo e Lu.",36,positive,setembro,2018
1927,"O staff foi todo muito acolhedor, achamos barato para todos os confortos que o hotel proporciona, as camas sao mesmo muito confortaveis (dormi como uma pedra!) e a decoracao muito boa gostariamos de felicitar tambem pelo pequeno almoco continental de uma qualidade fantastica. Ficamos mesmo muito contentes e sempre que a oportunidade se apresentar este sera o nosso hotel de eleicao quando voltarmos a Beja. A unica contrapartida e mesmo o facto do estacionamento ser distante do hotel.",36,positive,agosto,2018
1928,"A unica situacao menos favoravel e o estacionamento que nao existe junto ao hotel, por este se encontrar no centro historico da cidade. Mas o hotel esta em negociacoes com a camara municipal. Em contrapartida nao deixem de provar o mimo que oferecem aos hospedes, o licor de poejo caseiro. Uma delicia. Nao deixem de provar.",36,positive,setembro,2017
1929,Aqui tem uma excelente opcao com uma boa relacao qualidade/preco. Esta pensao e gerida em ambiente familiar e os donos sao muito simpaticos. Foi aqui que encontrei a maior cama onde alguma vez dormi.,36,positive,junho,2017
1930,"Este pequeno hotel esta situado no coracao da area pedonal de Beja e bem localizado para explorar a cidade. Como outros escreveram, as camas sao enormes e confortaveis. Mas nosso quarto era pequeno, sem janela externa, e o banheiro era tao pequeno que era dificil dar meia-volta. Nao revisitaria.",36,positive,setembro,2020
1931,"A partir do momento em que encontramos este hotel, perfeitamente localizado dentro de uma area de compras de paralelepipedos escondido entre pequenas lojas e restaurantes, nos apaixonei com ele. Como uma agradavel mudanca das grandes cadeias hoteleiras, este lugar me senti como ficar com parte de uma familia. A decoracao foi preenchida com pequenas memorias do tempo de proprietarios encantadores crescendo em Angola e apenas me senti tao caloroso e convidativo. O quarto foi perfeito para finalidade com uma adoravel little Juliet sacada que deixe o Dom e o sons da agitada rua abaixo. O cafe da manha, servido todas as manhas entre 7:30 e 10:30 teve uma variedade de doces continentais e sempre ovos cozidos disponiveis. Dina nossa adoravel breakfast host foi sempre muito alegre e",36,positive,setembro,2018
1932,"Muito charmoso charmoso hotel Portugues. Quarto de tamanho medio limpo (# 201) bem decorado com atencao aos detalhes. Quarto tranquilo dando na rua pedonal. Camas confortaveis. Uma equipe muito simpatica e prestativa. Muito bom cafe da manha com ovos fritos. Estacionamento subterraneo gratuito nas proximidades, com voucher (10 minutos a pe).",36,positive,agosto,2018
1933,"O quarto voltado para a rua tranquila de pedestres era muito confortavel e de bom tamanho. A equipe foi muito agradavel e prestativa. O cafe da manha era a comida portuguesa habitual.  Eu tinha feito uma reserva de duas noites por e-mail dois meses e meio antes da minha chegada. O hotel tinha perdido a minha reserva. Eles foram capazes de me acomodar para a primeira noite so.  Eles fizeram uma reserva para mim para a minha segunda noite em outro hotel um pouco mais caro a cem metros de distancia. Este hotel paga a diferenca entre a minha taxa de quarto confirmada no momento em que fiz a minha reserva, ea taxa de taxa mais elevada no outro hotel.",36,positive,setembro,2017
1934,"Recepcao simpatica, e no meio da cidade. Os quartos sao limpos, e a area de pedestres fora do hotel e calma a noite. O hotel tambem possui um pequeno bar, apenas accoss da rua; por isso, e facil ter uma bebida e tapa snack-estilo. A maioria dos restaurantes de Beja estao a poucos minutos a pe. O Estacionamento e um pouco complicada, e nao confiar no seu GPS para guia-lo para a frente do hotel. Ligue ou envie um e-mail ao hotel para obter instrucoes especificas, ou voce vai dirigir em circulos (como nos). Otimo preco e localizacao ... uma escolha perfeita para Beja.",36,positive,junho,2017
1935,"Para quem nao sabe a area que eu sugiro o estacionamento no parque de estacionamento subterraneo da rua Rua Pedro Alvares Cabral. Em seguida, caminhe ao longo da estrada principal siga ate a colina que e um pouco como uma rua de tras. Voce acaba na area comercial pedonal onde fica o hotel. Recepcao do hotel tem um layout agradavel. No exterior tem assentos de vime para ver o dia passar. A chegada os proprietarios foram muito confortaveis. A senhora fala um pouco de ingles, mas chegamos nas proximidades. Ela deu-nos um voucher para sair do parque de estacionamento subterraneo gratuito. O quarto tinha dividido as camas que poderia ter sido feita em uma cama king size. O quarto tinha um pequeno frigorifico. Wifi gratuito com codigo de recepcao (nao esqueca o seu adaptador).  A TV e",36,negative,setembro,2020
1936,"Localizacao perfeita no centro da cidade velha, boutique hotel encantador com quartos de descolados. O Pequeno-almoco era abundante, com acesso Wi-Fi gratuito e camas muito confortaveis, feitas este lugar uma barganha. Nao me surpreende que o lugar e nominal superior em Beja.",36,positive,setembro,2018
1937,"Foi um grande surprice quando inserido para encontrar este hotel unconvential no centro Beja - se sente mais em casa ou algum adoravel antiga casa do que em um hotel. Os Quartos sao pequenos, mas acolhedores, rom agradavel de jantar para o cafe da manha e um suprice - sala de estar para todos os hospedes com sofas grandes, televisao e o pequeno bar.",36,negative,agosto,2018
1938,"Enquanto nao ha estacionamento, encontramos o estacionamento na rua sem um problema. O check-in e check-out foi facil e amigavel. Cama foi uma das camas mais confortaveis em nosso 2 mes viagem Pequeno-almoco foi bom. Este lugar era otimo e e altamente recomendado.",36,positive,setembro,2017
1939,"Somos um casal frances a partir de Montreal Canada, fizemos uma viagem de um mes em Portugal em Outubro passado 2013 e nos ficamos em 17 hoteis. E uma Residencia e ficamos la uma noite 3 de Outubro 2013. Casa agradavel, mas os quartos sao no segundo andar sem elevador. Preco: 43  com pequeno-almoco. Pros: directamente o centro, bom restaurante nas proximidades, bom pequeno-almoco, acesso gratuito a Internet Wi-Fi no quarto, bom chuveiro, nice pessoa na recepcao. Contras: o contador no banheiro para colocar as nossas coisas, quarto pequeno, dificil, apenas um local de estacionamento disponivel e se voce encontrar, voce tiver sorte! Recomendamos o hotel por uma noite.",36,positive,junho,2017
1940,"Passei uma semana aqui e foi uma experiencia maravilhosa. O hotel esta bem localizado, e o proprietario Barbara e toda a equipe fazem voce se sentir como uma familia. Os quartos sao pequenos mas muito limpa, e a casa de banho e ainda menor, mas o quarto tem o que voce precisa, e o hotel e extremamente charmoso. O cafe da manha sempre incluido uma seleccao de varios bolos incriveis. Se tiver sorte o suficiente para voltar a Beja, eu nao ficaria em outro lugar.",36,positive,setembro,2020
1941,"Recentemente passamos 14 noites no Hotel Bejense e adorei cada minuto. Enquanto um pouco ecletico para os padroes americanos, o hotel e absolutamente impecavel, com uma equipe que cuida de todas as necessidades e apaga-se de seu caminho para tornar-se a sua estadia e um perfeito como possivel. Os quartos sao um pouco pequeno (para padroes americanos), mas sao bastante confortaveis. O cafe-da-manha incluido tambem e muito bom, com a melhor seleccao de doces e bolos de pequeno-almoco que ja vi em um hotel deste tamanho. Localizacao e excelente tambem, mesmo no meio da unica area pedonal da cidade. Eu tenho certeza que voce vai gostar ... Penso que",36,positive,setembro,2018
1942,"O hotel esta localizado no coracao de Beja. Nos adoramos ficar la! Os quartos sao acolhedores e limpos, mesmo sobre Os banheiros. Eles servem excelente cafe da manha com grande variedade de produtos. O material e gentil e prestativa. O ambiente e um pouco magin neste lugar :) Ficamos la algumas vezes e foi sempre perfeito.",36,positive,agosto,2018
1943,"Localizado numa rua pedonal, mas o ruido da rua e minimo quando as janelas estao fechadas. Quartos limpos e confortaveis com decoracao ecletica. Tem uma sala acolhedora para sair. Serve um bom pequeno-almoco. A equipe simpatica e prestativa.",36,positive,setembro,2017
1944,"Excelente posicao muito acolhedor hotel valor extremamente confortavel e muito boa. Quartos com varanda grande com as comodidades impecaveis. sala equipe muito atenciosa mesmo transporte para os quartos. O Ar condicionado muito bem-vindos, Beja muito quente.",36,positive,junho,2017
1945,"Nos (3 senhoras) ficamos 2 noites aqui enquanto viajar Portugal. Confortavel, limpo e acolhedor com um bom pequeno-almoco centralmente localizado. Ficamos no segundo andar com varanda com vista para a rua para pedestres. Ha um bar exterior e pouco ruido mas nada que foi um problema . Centralmente localizado, com a uma curta distancia da cidade e da estacao de onibus, a qual e o mesmo lado da cidade . Tomou dia de viagem de autocarro de Serpa, pequena colina cidade superior com praca encantadora e tambem fomos de taxi (16 euros regresso) para o vinhedo local com tour pessoal que organizados no escritorio de turismo. Wi fi disponivel Esta cidade e muito barato para alimentos- cafe sob um euro e cafe interessante de massas nas proximidades. Os proprietarios Ingles e limitado, mas",36,positive,setembro,2020
1946,"Fiquei aqui 6 noites e foi muito satisfeitos com toda a experiencia. O cafe da manha nao era bom e o suco de laranja foi em po. A minha outra metade e um fa de cafe para mencionados este para o recepcionista e tinha fresco espremido e espresso todas as manhas posteriormente. Quarto era muito confortavel, com boas camas, uma grande tv de tela plana com canais thrillion, e a boa ate a data a/C.  O chuveiro era sobre 1000x1200mm e foi facil de utilizar com pressao potente. The staff were friendly. Este nao e um hotel moderno sinuosos, apenas v confortaveis e tranquilos. Todos em todos um v bom hotel apenas uma forma escalonada e a queda da Everwhere.",36,positive,setembro,2018
1947,"Eu fiquei recentemente em este hotel encantador em Beja para duas semanas, enquanto que serve para um projecto global de voluntarios com voluntarios (ensinando ingles no seio das escolas locais).  Limpo, silencioso e muito acolhedora ... Residencial Bejense foi o local perfeito para aprender e explorar a comunidade local. A equipe muito simpatica com um pequeno-almoco diario agradavel com forte, saborosos e generosos montantes de cafe portuguesa ( !) permitiu-nos para comecar cada dia com um sorriso. Os proprietarios fazem um excelente trabalho e realmente cuidam de seus hospedes ... eles trata-lo como familia. Gracas a uma otima experiencia!",36,positive,agosto,2018
1948,"Hotel encantador e historico. Passamos 2 dias em um quarto espacoso com uma casa de banho essencial tanto muito Very friendly and helpful staff. O pensiont esta localizado em uma posicao perfeita desta bela aldeia pequena. Cafe-da-manha foi excelente, a equipe simpatica servido bom cafe e uma incrivel seleccao de comida local. Estadia encantadora.",36,positive,setembro,2017
1949,Este hotel e ideal no centro da cidade. |Os quartos eram smalish mas que possam ser porque tinha um dos maiores camas que eu ja dormi. O quarto era confortavel e dos tranquilos. Um par de lugares para comer e um mesmo ao lado vendidos boa comida a um preco razoavel. O breakfasst era bom e o acolhimento e a familia foram muito prestativos e educados. Certamente recomendo esta.,36,positive,junho,2017
1950,"Nos chegaram em beja--impulsivamente--que mudaram nossa planos de viagem em nosso onibus/Viagem de trem pelo sul de Portugal. O hotel tinha Mudado onibus em beja com facil acesso ao caminho para Mertola, e tinha Pensado beja Observava como uma intrigante pequena cidade.   Portanto,--no caminho de volta, nos Parou para uma noite em Beja. O Residencial foi recomendado em um de nossos guias e foi bastante proximo da estacao de onibus, portanto, orientado para parte principal da cidade, foi!   A familia que ia o hotel foi muito util e acolhedores. Nos teve um quarto com vista, para dois, com um generoso e variado buffet, para a apenas 40 euros. Tudo trabalhavam e foi sao impecaveis e em boas condicoes. A reconstrucao da casa wifi em nosso quarto Trabalhou perfeitamente. Tivemos uma",36,positive,setembro,2020
1951,"O Residencial Bejense e um encantador hotel de gestao familiar no beja - definitivamente o sweetest local da cidade se apreciar charme unico (em uma boa maneira!) os quartos sao diferentes e decorados pelos proprietarios. Tudo e muito limpos e simples. E obvio que os proprietarios se orgulha de negocios e fara de tudo ao seu alcance para fazer com que voce se sinta bem-vindo. Nao muitos turistas na beja, mas se voce, estadia aqui!",36,positive,setembro,2018
1952,"Propriedade a apenas 20 min de Beja (cujo caminho esta na sua maioria alcatroado e em otimas condicoes) que proporciona uns excelentes dias de relaxamento no meio da Natureza! O servico, descontraido e muito cuidado, e excecional, assim como todas as refeicoes que nos foram servidas.  A prova de vinhos foi otima e permitiu-nos conhecer a historia da propriedade e dos vinhos Riso.  Sem duvida a repetir!",37,positive,agosto,2021
1953,"Localizada a cerca 2h de caminhose lisboa, Apenas a cerca de 20 minutos de conducao a saida de Beja, e  conduzindo por 3.5Km de estrada de terra batida (vindo da salvada, ultima povoacao antes da herdade, a meio caminho entre a herdade e beja) surge-nos no meio da noite sinais de gente.  As luzes amarelas a fazerem lembrar os montes de antigamente e o ambiente familiar visivel pela forma calorosa como nos recebem fazem-nos sentir em casa.  Nao ha muito a dizer, apenas uma coisa. E imperdivel uma estadia nesta herdade.  O pequeno almoco em conjunto com os outros hospedes, confecionado com produtos de origem local e provavelmente biologica, tornam ainda mais saborosa a refeicao. O alojamento nao deixa margem pra duvidas. E o local ideal para descansar. O unico contra a meu ver e",37,positive,julho,2021
1954,Paisagem bonita! Com muito potencial para turismo... Mas  Pequeno almoco muito decepcionante.... Apenas pao alentejano... Mauzinho... Limpeza dos quartos fraca e com problemas de canalizacao... A nao repetir.,37,positive,maio,2021
1955,"Uma beleza arrasadora! simplicidade  modernidade, unicidade! Uma envolvencia perfeita, uns donos simpaticos. Ideal para momentos a dois, momentos em familia, momentos com amigos..  Tudo conforme idealizamos! Obrigada Herdade do Vau",37,positive,outubro,2020
1956,"A funcionaria que nos serviu o pequeno-almoco era realmente simpatica! Foi super compreensiva com os horarios tardios que fizemos e zelou sempre pelo nosso conforto e bem-estar. O pequeno-almoco foi muito simpatico com pao alentejano a fatia torrado, ovos, bolo caseiro e sumo de laranja natural maravilhoso! As instalacoes tem muito pinta na sua beleza despojada, valorizando algumas antiguidades com simplicidade e gosto. As areas sao muito generosas e a piscina e fantastica! Por fim, o estacionamento para o apartamento foi incrivel pois e possivel a entrada para o mesmo por uma porta superior permitindo a passagens de malas e etc. de uma forma eficaz e comoda. O caminho ate a Herdade nao e fantastico e por ser um espaco bem rural e no meio da Natureza encontramos alguns bichos",37,positive,outubro,2020
1957,"Como e um local bem cotado, escolhemos para festejar o aniversario de minha esposa. Para chegar, tivemos que ligar, ja que o GPS nao acertava. Ao chegar no local, depois de um trajeto por estrada de terra, , nos deparamos com um local quase abandonado, apesar de ser 15,00 horas. Tudo fechado. Apos alguns minutos apareceu uma funcionaria  que informou estar sozinha e que nao havia como ingressar nas dependencias, pois estava tudo trancado e ela nao tinha a chave. Teriamos que aguardar quase uma hora para a chegada de outra funcionaria com a chave. Perguntamos se poderiamos comer alguma coisa, ja que nao haviamos almocado, nada , so retornando a Beja a uns 20 km.Dai o desespero, como ficar num local sem a minima estrutura. A funcionaria simpatica, ofereceu telefone para falarmos",37,negative,agosto,2020
1958,"Fomos em familia ficar neste hotel e foi muito agradavel! Conforto, design e limpo! Deu bem para relaxar no meio do campo! Zona da piscina agradavel :) Pequeno almoco foi muito bom ao estilo buffet! Recomendo vivamente",37,positive,agosto,2020
1959,"O acesso e por terra batida durante varios kms o que deixa os carros completamente cobertos de po. O espaco e interessante e as pessoas muito simpaticas, no entanto durante a noite e madrugada ouvem- se demasiados barulhos, o que nao e espectavel num sitio como este.  O pequeno almoco foi muito bom, com bastante variedade e bem confeccionado.",37,positive,setembro,2020
1960,"Ao fim de alguns quilometros em estrada de terra batida somos recompensados por uma paisagem  que nos faz sentir privilegiados por ali estarmos. Nao poderiamos ter feito melhor escolha, tudo ao encontro dos nossos gostos, simpatia, disponibilidade, natureza, tranquilidade, fauna e flora para explorar e o Guadiana quase ao alcance das nossas maos. Edificio muito bonito e bem recuperado, o quarto bem climatizado, limpeza irrepreensivel. Pequeno almoco muito bom e variado, ambiente descontraido. Ao acabar a estadia, durante a viagem de regresso ficamos com a optima sensacao que realmente ainda existem paraisos na terra.",37,positive,agosto,2020
1961,"E um dos sitios que gostaria de voltar assim que for possivel.  Ideal para quem quer paz e sossego! A estrada de acesso ate chegar a Herdade e em terra batida, deve conduzir-se com cuidado mas vale muito a pena. Reservei apenas uma noite, no entanto 20 minutos depois de la estar fiz reserva para outra noite.  A Herdade tem uma vista fantastica para as vinhas e para o monte alentejano, a piscina e o local certo para disfrutar desta paisagem. Adorei o quarto onde fiquei no antigo lagar de azeite, agora recuperado, e amplo e com a mobilia necessaria.  Na minha opiniao o factor distintivo desta herdade e o ambiente familiar, os pequenos-almocos e os jantares sao servidos numa mesa grande, o que torna a experiencia bastante diferente.  Recomendo o jantar na herdade na companhia dos",37,positive,julho,2020
1962,"A Herdade e fantastica para quem gosta de relaxar e apreciar a magnifica planicie alentejana salpicada de vinhas e de onde se vislumbra o Guadiana. Tudo foi pensado com extremo cuidado e com bom gosto, ja para nao falar do excelente anfitriao Miguel e restante equipa que foram extremamente simpaticos, fazendo-nos sentir em familia. Recomendamos vivamente uma experiencia a dois ou entre um grupo de amigos! A nao perder a degustacao de vinhos Riso cuja producao e da propria herdade.",37,positive,janeiro,2020
